,0
0,"10,223,842"
1,"10,223,641"
2,"10,223,640"
3,"10,223,638"
4,"10,217,285"
5,"10,217,179"
6,"10,213,152"
7,"10,193,999"
8,"10,192,392"
9,"10,192,163"
10,"10,191,970"
11,"10,187,405"
12,"10,186,115"
13,"10,185,917"
14,"10,185,790"
15,"10,180,998"
16,"10,176,405"
17,"10,176,280"
18,"10,171,310"
19,"10,168,677"
20,"10,166,675"
21,"10,158,653"
22,"10,157,619"
23,"10,152,349"
24,"10,148,692"
25,"10,147,244"
26,"10,147,216"
27,"10,142,909"
28,"10,141,006"
29,"10,140,557"
30,"10,140,553"
31,"10,137,834"
32,"10,136,189"
33,"10,127,493"
34,"10,120,955"
35,"10,108,601"
36,"10,096,169"
37,"10,089,203"
38,"10,083,173"
39,"10,079,994"
40,"10,079,016"
41,"10,078,971"
42,"10,078,855"
43,"10,073,845"
44,"10,068,667"
45,"10,068,494"
46,"10,061,774"
47,"10,060,296"
48,"10,055,765"
49,"10,055,405"
50,"10,339,695"
51,"10,339,689"
52,"10,332,624"
53,"10,332,507"
54,"10,332,186"
55,"10,331,983"
56,"10,331,367"
57,"10,325,593"
58,"10,325,588"
59,"10,325,070"
60,"10,319,364"
61,"10,318,876"
62,"10,318,335"
63,"10,311,877"
64,"10,311,861"
65,"10,306,059"
66,"10,302,398"
67,"10,298,743"
68,"10,296,794"
69,"10,291,067"
70,"10,289,959"
71,"10,289,522"
72,"10,289,076"
73,"10,288,439"
74,"10,275,285"
75,"10,275,176"
76,"10,270,599"
77,"10,268,969"
78,"10,268,669"
79,"10,262,121"
80,"10,261,936"
81,"10,261,496"
82,"10,255,391"
83,"10,255,390"
84,"10,255,387"
85,"10,252,419"
86,"10,252,160"
87,"10,251,115"
88,"10,250,574"
89,"10,249,207"
90,"10,242,425"
91,"10,242,324"
92,"10,242,019"
93,"10,241,104"
94,"10,235,734"
95,"10,235,602"
96,"10,234,299"
97,"10,230,880"
98,"10,229,679"
99,"10,225,701"
100,"10,445,462"
101,"10,440,456"
102,"10,440,275"
103,"10,440,181"
104,"10,440,167"
105,"10,438,264"
106,"10,438,212"
107,"10,434,943"
108,"10,430,724"
109,"10,417,556"
110,"10,410,308"
111,"10,410,273"
112,"10,410,125"
113,"10,410,117"
114,"10,410,107"
115,"10,406,438"
116,"10,404,857"
117,"10,402,433"
118,"10,401,882"
119,"10,397,751"
120,"10,397,016"
121,"10,394,634"
122,"10,394,236"
123,"10,391,628"
124,"10,389,882"
125,"10,384,133"
126,"10,382,907"
127,"10,380,995"
128,"10,380,613"
129,"10,380,332"
130,"10,375,224"
131,"10,373,605"
132,"10,373,458"
133,"10,372,978"
134,"10,366,168"
135,"10,365,932"
136,"10,360,913"
137,"10,360,899"
138,"10,360,214"
139,"10,356,499"
140,"10,354,644"
141,"10,354,342"
142,"10,354,217"
143,"10,353,901"
144,"10,349,493"
145,"10,349,126"
146,"10,347,317"
147,"10,346,782"
148,"10,341,430"
149,"10,341,390"
150,"10,521,043"
151,"10,518,480"
152,"10,517,681"
153,"10,517,125"
154,"10,516,701"
155,"10,515,187"
156,"10,515,172"
157,"10,510,239"
158,"10,510,088"
159,"10,510,051"
160,"10,510,010"
161,"10,509,956"
162,"10,507,793"
163,"10,507,009"
164,"10,498,860"
165,"10,498,609"
166,"10,497,012"
167,"10,496,923"
168,"10,495,474"
169,"10,489,861"
170,"10,489,511"
171,"10,489,342"
172,"10,482,381"
173,"10,481,579"
174,"10,481,379"
175,"10,478,112"
176,"10,476,953"
177,"10,476,952"
178,"10,474,673"
179,"10,474,495"
180,"10,474,438"
181,"10,467,527"
182,"10,467,526"
183,"10,467,349"
184,"10,460,352"
185,"10,455,029"
186,"10,453,570"
187,"10,453,448"
188,"10,452,994"
189,"10,452,955"
190,"10,452,915"
191,"10,452,813"
192,"10,452,673"
193,"10,449,655"
194,"10,449,310"
195,"10,445,983"
196,"10,445,800"
197,"10,445,665"
198,"10,445,643"
199,"10,445,469"
200,"10,572,968"
201,"10,572,926"
202,"10,572,858"
203,"10,572,632"
204,"10,572,606"
205,"10,565,994"
206,"10,565,983"
207,"10,565,537"
208,"10,565,189"
209,"10,563,898"
210,"10,559,386"
211,"10,559,384"
212,"10,559,058"
213,"10,558,917"
214,"10,558,746"
215,"10,558,629"
216,"10,558,335"
217,"10,554,665"
218,"10,553,319"
219,"10,553,316"
220,"10,553,208"
221,"10,552,957"
222,"10,552,735"
223,"10,552,733"
224,"10,552,546"
225,"10,548,562"
226,"10,548,513"
227,"10,547,729"
228,"10,546,578"
229,"10,546,250"
230,"10,546,195"
231,"10,546,099"
232,"10,545,733"
233,"10,545,693"
234,"10,542,046"
235,"10,540,573"
236,"10,536,833"
237,"10,536,579"
238,"10,534,996"
239,"10,534,995"
240,"10,534,811"
241,"10,534,779"
242,"10,530,930"
243,"10,530,603"
244,"10,529,241"
245,"10,528,667"
246,"10,528,570"
247,"10,526,992"
248,"10,523,682"
249,"10,521,723"
250,"10,621,440"
251,"10,621,391"
252,"10,620,924"
253,"10,620,923"
254,"10,617,365"
255,"10,616,343"
256,"10,616,256"
257,"10,614,689"
258,"10,614,026"
259,"10,612,374"
260,"10,611,085"
261,"10,609,342"
262,"10,609,216"
263,"10,607,141"
264,"10,607,140"
265,"10,606,949"
266,"10,606,577"
267,"10,602,930"
268,"10,599,954"
269,"10,599,783"
270,"10,599,392"
271,"10,599,106"
272,"10,595,660"
273,"10,594,757"
274,"10,594,334"
275,"10,593,322"
276,"10,593,041"
277,"10,592,934"
278,"10,592,578"
279,"10,592,077"
280,"10,592,074"
281,"10,591,910"
282,"10,587,933"
283,"10,587,776"
284,"10,586,530"
285,"10,586,160"
286,"10,586,159"
287,"10,585,983"
288,"10,585,773"
289,"10,582,163"
290,"10,580,436"
291,"10,580,400"
292,"10,579,902"
293,"10,579,737"
294,"10,576,839"
295,"10,576,380"
296,"10,575,197"
297,"10,574,597"
298,"10,573,294"
299,"10,573,000"
300,"10,661,902"
301,"10,659,217"
302,"10,658,076"
303,"10,657,953"
304,"10,657,745"
305,"10,657,478"
306,"10,657,325"
307,"10,650,928"
308,"10,650,816"
309,"10,650,283"
310,"10,650,096"
311,"10,649,988"
312,"10,645,216"
313,"10,645,108"
314,"10,643,749"
315,"10,643,455"
316,"10,643,446"
317,"10,643,033"
318,"10,642,938"
319,"10,642,890"
320,"10,642,721"
321,"10,639,555"
322,"10,638,278"
323,"10,638,277"
324,"10,636,133"
325,"10,635,903"
326,"10,635,829"
327,"10,635,665"
328,"10,635,506"
329,"10,635,437"
330,"10,635,409"
331,"10,631,469"
332,"10,631,045"
333,"10,630,840"
334,"10,630,798"
335,"10,629,194"
336,"10,628,931"
337,"10,628,756"
338,"10,628,679"
339,"10,628,632"
340,"10,628,527"
341,"10,628,501"
342,"10,628,471"
343,"10,625,671"
344,"10,623,520"
345,"10,621,971"
346,"10,621,779"
347,"10,621,724"
348,"10,621,522"
349,"10,621,495"
350,"10,699,716"
351,"10,699,703"
352,"10,699,696"
353,"10,699,271"
354,"10,699,079"
355,"10,699,062"
356,"10,698,932"
357,"10,697,134"
358,"10,693,652"
359,"10,692,499"
360,"10,692,364"
361,"10,692,058"
362,"10,692,016"
363,"10,691,897"
364,"10,691,337"
365,"10,690,646"
366,"10,690,504"
367,"10,687,751"
368,"10,687,273"
369,"10,685,655"
370,"10,685,080"
371,"10,684,940"
372,"10,684,929"
373,"10,684,231"
374,"10,681,056"
375,"10,681,032"
376,"10,680,326"
377,"10,679,256"
378,"10,679,229"
379,"10,679,128"
380,"10,679,015"
381,"10,678,830"
382,"10,673,886"
383,"10,673,876"
384,"10,673,786"
385,"10,672,455"
386,"10,671,942"
387,"10,671,938"
388,"10,671,915"
389,"10,671,614"
390,"10,671,435"
391,"10,671,434"
392,"10,671,288"
393,"10,671,147"
394,"10,664,766"
395,"10,664,716"
396,"10,664,666"
397,"10,664,659"
398,"10,664,504"
399,"10,664,264"
400,"10,742,605"
401,"10,741,179"
402,"10,740,716"
403,"10,740,448"
404,"10,736,582"
405,"10,735,490"
406,"10,733,558"
407,"10,733,540"
408,"10,733,532"
409,"10,733,531"
410,"10,733,496"
411,"10,733,381"
412,"10,733,197"
413,"10,733,039"
414,"10,728,954"
415,"10,726,826"
416,"10,726,535"
417,"10,726,491"
418,"10,726,434"
419,"10,726,359"
420,"10,726,307"
421,"10,725,827"
422,"10,725,820"
423,"10,724,978"
424,"10,723,479"
425,"10,719,868"
426,"10,719,720"
427,"10,719,596"
428,"10,719,542"
429,"10,719,069"
430,"10,717,193"
431,"10,717,002"
432,"10,715,662"
433,"10,715,329"
434,"10,714,084"
435,"10,713,564"
436,"10,713,442"
437,"10,713,045"
438,"10,712,970"
439,"10,709,390"
440,"10,708,363"
441,"10,707,578"
442,"10,706,347"
443,"10,706,329"
444,"10,706,236"
445,"10,706,030"
446,"10,705,812"
447,"10,701,135"
448,"10,700,695"
449,"10,699,799"
450,"10,784,000"
451,"10,783,700"
452,"10,783,375"
453,"10,783,068"
454,"10,779,787"
455,"10,778,717"
456,"10,777,200"
457,"10,777,196"
458,"10,777,097"
459,"10,776,978"
460,"10,776,686"
461,"10,776,642"
462,"10,776,086"
463,"10,775,968"
464,"10,772,527"
465,"10,771,529"
466,"10,769,940"
467,"10,769,807"
468,"10,769,570"
469,"10,769,205"
470,"10,768,887"
471,"10,764,534"
472,"10,764,150"
473,"10,762,901"
474,"10,762,431"
475,"10,762,414"
476,"10,762,304"
477,"10,762,295"
478,"10,762,198"
479,"10,762,192"
480,"10,758,660"
481,"10,758,066"
482,"10,757,711"
483,"10,757,256"
484,"10,755,342"
485,"10,755,188"
486,"10,755,148"
487,"10,755,053"
488,"10,755,048"
489,"10,754,882"
490,"10,750,655"
491,"10,750,017"
492,"10,748,346"
493,"10,748,288"
494,"10,748,099"
495,"10,748,067"
496,"10,747,631"
497,"10,745,009"
498,"10,742,813"
499,"10,742,808"
500,"10,819,992"
501,"10,819,844"
502,"10,819,806"
503,"10,819,283"
504,"10,818,070"
505,"10,817,990"
506,"10,817,989"
507,"10,817,988"
508,"10,817,987"
509,"10,817,986"
510,"10,817,985"
511,"10,817,958"
512,"10,817,270"
513,"10,816,978"
514,"10,814,784"
515,"10,814,354"
516,"10,812,846"
517,"10,811,139"
518,"10,811,135"
519,"10,810,709"
520,"10,810,641"
521,"10,810,509"
522,"10,810,371"
523,"10,810,272"
524,"10,809,516"
525,"10,809,079"
526,"10,805,343"
527,"10,804,925"
528,"10,803,863"
529,"10,803,504"
530,"10,803,323"
531,"10,799,798"
532,"10,798,084"
533,"10,797,934"
534,"10,796,793"
535,"10,796,700"
536,"10,796,228"
537,"10,796,219"
538,"10,796,080"
539,"10,794,887"
540,"10,792,422"
541,"10,791,170"
542,"10,789,943"
543,"10,789,769"
544,"10,789,755"
545,"10,789,508"
546,"10,789,046"
547,"10,788,835"
548,"10,787,762"
549,"10,785,314"
550,"10,846,480"
551,"10,846,342"
552,"10,846,326"
553,"10,845,809"
554,"10,841,514"
555,"10,841,153"
556,"10,839,794"
557,"10,839,565"
558,"10,839,454"
559,"10,839,215"
560,"10,839,069"
561,"10,839,017"
562,"10,838,797"
563,"10,834,562"
564,"10,834,523"
565,"10,834,365"
566,"10,834,363"
567,"10,834,142"
568,"10,833,737"
569,"10,833,010"
570,"10,832,543"
571,"10,832,447"
572,"10,832,437"
573,"10,832,180"
574,"10,832,172"
575,"10,832,014"
576,"10,832,004"
577,"10,831,629"
578,"10,828,015"
579,"10,827,335"
580,"10,827,323"
581,"10,827,071"
582,"10,826,525"
583,"10,825,446"
584,"10,825,303"
585,"10,825,254"
586,"10,825,227"
587,"10,825,206"
588,"10,825,205"
589,"10,825,204"
590,"10,825,203"
591,"10,825,141"
592,"10,825,140"
593,"10,825,139"
594,"10,824,702"
595,"10,824,146"
596,"10,823,685"
597,"10,822,108"
598,"10,820,027"
599,"10,819,993"
